8.05039e+9, 4.58047e+1
9.38208e+9, 4.16783e+1
1.10744e+10, 3.84372e+1
1.27427e+10, 3.59296e+1
1.48506e+10, 3.35852e+1
1.75294e+10, 3.13934e+1
2.17746e+10, 2.89507e+1
2.67050e+10, 2.77990e+1
3.15221e+10, 2.66941e+1
3.67364e+10, 2.66901e+1
4.01678e+10, 2.70495e+1
2.41141e+10, 2.85606e+1
1.94128e+10, 2.97443e+1
1.64462e+10, 3.22523e+1
1.66574e+10, 3.59203e+1
1.25812e+10, 4.00168e+1
1.21088e+10, 3.22620e+1
8.80234e+9, 4.83353e+1
8.47184e+9, 4.00322e+1
9.62453e+9, 3.59395e+1
1.50413e+10, 3.05638e+1
2.38085e+10, 2.36538e+1
4.12058e+10, 2.33250e+1
2.67050e+10, 1.90672e+1
1.73072e+10, 2.81877e+1
1.91667e+10, 1.98596e+1
2.38085e+10, 3.31208e+1
1.99145e+10, 3.40308e+1
2.99540e+10, 3.18024e+1
3.72081e+10, 3.13704e+1
1.37564e+10, 3.09808e+1
1.03901e+10, 3.35969e+1
1.12166e+10, 4.64107e+1
3.40295e+10, 3.09535e+1
3.40295e+10, 2.63351e+1
2.91994e+10, 2.70580e+1
1.37564e+10, 3.49723e+1
1.19554e+10, 3.74131e+1
1.02584e+10, 3.94894e+1
8.69077e+9, 4.28192e+1
9.74809e+9, 4.39831e+1
9.14574e+9, 3.79302e+1
1.89238e+10, 2.70694e+1
2.29145e+10, 2.56452e+1
3.27518e+10, 2.42920e+1
3.81696e+10, 2.39635e+1
