8.10191e+8, 1.56331e+2
7.22314e+8, 1.67238e+2
6.27746e+8, 1.78910e+2
5.59658e+8, 1.91391e+2
4.98954e+8, 2.04744e+2
4.50546e+8, 2.16095e+2
3.86596e+8, 2.31180e+2
3.35982e+8, 2.44006e+2
2.99540e+8, 2.61030e+2
2.67050e+8, 2.75505e+2
2.41141e+8, 3.02767e+2
2.12261e+8, 3.37246e+2
1.82133e+8, 3.75660e+2
1.66574e+8, 4.12827e+2
1.50413e+8, 4.41623e+2
1.39330e+8, 4.66096e+2
1.27427e+8, 4.91932e+2
1.21088e+8, 5.12237e+2
1.13606e+8, 5.33386e+2
1.09341e+8, 5.62924e+2
1.02584e+8, 5.86166e+2
9.62453e+7, 6.02204e+2
9.14574e+7, 6.27060e+2
8.25843e+7, 6.61826e+2
1.68712e+8, 5.55160e+2
2.81031e+8, 3.60635e+2
3.35982e+8, 2.16157e+2
3.23367e+8, 1.81452e+2
1.06586e+8, 2.75752e+2
1.27427e+8, 4.47682e+2
1.06586e+8, 4.85437e+2
1.02584e+8, 5.33439e+2
9.38208e+7, 5.70640e+2
8.80234e+7, 5.86253e+2
1.37564e+8, 4.29926e+2
1.54300e+8, 4.07336e+2
1.70878e+8, 3.75683e+2
1.89238e+8, 3.32772e+2
2.04291e+8, 3.06921e+2
2.26241e+8, 2.86909e+2
2.60323e+8, 2.50729e+2
2.99540e+8, 2.50695e+2
3.19268e+8, 2.34358e+2
3.91560e+8, 2.13234e+2
4.33630e+8, 1.99331e+2
4.80220e+8, 2.28040e+2
4.12058e+8, 2.47265e+2
3.49089e+8, 2.60991e+2
7.31587e+8, 2.34168e+2
3.03385e+8, 3.06803e+2
2.91994e+8, 3.15190e+2
2.57023e+8, 3.46387e+2
2.12261e+8, 4.07209e+2
1.84471e+8, 4.59736e+2
1.64462e+8, 4.91810e+2
1.46624e+8, 5.19084e+2
1.30720e+8, 5.62826e+2
1.19554e+8, 6.26896e+2
1.05235e+8, 6.44088e+2
9.62453e+7, 6.98346e+2
