4.44012e+10, 3.01780e+1
3.53395e+10, 2.24921e+1
1.95894e+10, 2.78531e+1
2.08106e+10, 6.09958e+1
3.88594e+10, 7.35424e+1
3.57232e+10, 8.18388e+1
3.57279e+10, 8.78835e+1
3.95398e+10, 9.60709e+1
2.42395e+10, 8.94631e+1
2.06587e+10, 1.11778e+2
2.81519e+10, 2.71187e+1
1.89571e+10, 4.62783e+1
1.16281e+10, 5.88608e+1
1.04176e+10, 5.05897e+1
9.01856e+9, 3.21196e+1
1.13237e+10, 3.01780e+1
8.95873e+9, 8.48073e+1
1.07846e+10, 8.18388e+1
9.75157e+9, 1.08830e+2
9.83610e+9, 1.21108e+2
1.11652e+10, 1.37193e+2
1.15495e+10, 1.44724e+2
1.35580e+10, 1.51316e+2
1.56459e+10, 1.39659e+2
2.38457e+10, 1.16869e+2
2.42458e+10, 1.03167e+2
2.77425e+10, 9.10712e+1
3.63416e+10, 9.60709e+1
2.72598e+10, 6.26477e+1
2.72451e+10, 4.66923e+1
2.93957e+10, 4.83860e+1
3.48000e+10, 5.05897e+1
3.75604e+10, 6.37738e+1
4.67213e+10, 3.60628e+1
1.48356e+10, 3.41861e+1
9.41178e+9, 4.23343e+1
8.08713e+9, 4.54611e+1
3.87897e+10, 2.76061e+1
2.33872e+10, 2.91217e+1
8.23558e+9, 9.35377e+1
1.29826e+10, 7.89742e+1
1.43565e+10, 5.62968e+1
1.61564e+10, 5.73087e+1
2.02982e+10, 7.48643e+1
1.48617e+10, 8.94631e+1
1.43663e+10, 8.18388e+1
1.58950e+10, 7.75798e+1
1.81885e+10, 7.09682e+1
1.85015e+10, 7.89742e+1
1.88200e+10, 8.78835e+1
1.70128e+10, 1.01345e+2
3.17352e+10, 6.97151e+1
3.01770e+10, 8.03938e+1
4.52200e+10, 6.49201e+1
