1.21575e+1, 1.59850e+0
1.21766e+1, 1.60363e+0
1.21829e+1, 1.60657e+0
1.22179e+1, 1.58011e+0
1.23293e+1, 1.58153e+0
1.24343e+1, 1.61379e+0
1.24183e+1, 1.66814e+0
1.24629e+1, 1.66225e+0
1.25106e+1, 1.66222e+0
1.23897e+1, 1.73792e+0
1.29115e+1, 1.68259e+0
1.29401e+1, 1.66495e+0
1.30069e+1, 1.64289e+0
1.30276e+1, 1.63406e+0
1.30133e+1, 1.71926e+0
1.31723e+1, 1.52677e+0
1.27142e+1, 1.60043e+0
1.26490e+1, 1.61809e+0
1.27174e+1, 1.62246e+0
1.26379e+1, 1.65482e+0
1.19475e+1, 1.62504e+0
1.18187e+1, 1.59940e+0
1.17678e+1, 1.58841e+0
1.19077e+1, 1.55603e+0
